"seuil","prob_pct"
2.92504985613999,0.487
2.92562991290567,0.486
2.92620996967135,0.485
2.92679002643704,0.484
2.92737008320272,0.483
2.9279501399684,0.482
2.92853019673409,0.482
2.92911025349977,0.482
2.92969031026545,0.482
2.93027036703114,0.481
2.93085042379682,0.481
2.93143048056251,0.481
2.93201053732819,0.479
2.93259059409387,0.479
2.93317065085956,0.478
2.93375070762524,0.478
2.93433076439092,0.477
2.93491082115661,0.477
2.93549087792229,0.476
2.93607093468797,0.475
2.93665099145366,0.474
2.93723104821934,0.474
2.93781110498502,0.474
2.93839116175071,0.471
2.93897121851639,0.471
2.93955127528207,0.471
2.94013133204776,0.47
2.94071138881344,0.47
2.94129144557912,0.47
2.94187150234481,0.468
2.94245155911049,0.467
2.94303161587618,0.467
2.94361167264186,0.467
2.94419172940754,0.467
2.94477178617323,0.467
2.94535184293891,0.466
2.94593189970459,0.466
2.94651195647028,0.466
2.94709201323596,0.465
2.94767207000164,0.463
2.94825212676733,0.461
2.94883218353301,0.46
2.94941224029869,0.46
2.94999229706438,0.46
2.95057235383006,0.459
2.95115241059574,0.459
2.95173246736143,0.457
2.95231252412711,0.457
2.9528925808928,0.456
2.95347263765848,0.456
2.95405269442416,0.456
2.95463275118985,0.455
2.95521280795553,0.455
2.95579286472121,0.452
2.9563729214869,0.451
2.95695297825258,0.449
2.95753303501826,0.449
2.95811309178395,0.448
2.95869314854963,0.448
2.95927320531531,0.447
2.959853262081,0.445
2.96043331884668,0.445
2.96101337561236,0.443
2.96159343237805,0.442
2.96217348914373,0.44
2.96275354590941,0.44
2.9633336026751,0.44
2.96391365944078,0.44
2.96449371620647,0.439
2.96507377297215,0.438
2.96565382973783,0.436
2.96623388650352,0.435
2.9668139432692,0.435
2.96739400003488,0.434
2.96797405680057,0.434
2.96855411356625,0.434
2.96913417033193,0.434
2.96971422709762,0.432
2.9702942838633,0.432
2.97087434062898,0.432
2.97145439739467,0.431
2.97203445416035,0.428
2.97261451092603,0.427
2.97319456769172,0.426
2.9737746244574,0.425
2.97435468122308,0.424
2.97493473798877,0.423
2.97551479475445,0.423
2.97609485152014,0.421
2.97667490828582,0.421
2.9772549650515,0.419
